Course Name,cleaned_text
Machine Learning: Regression,machine learning regression beginner case study predicting housing price first case study predicting house price create model predict continuous value price input feature square footage number bedroom bathroom one many place regression applied application range predicting health outcome medicine stock price finance power usage highperformance computing analyzing regulator important gene expression course explore regularized linear regression model task prediction feature selection able handle large set feature select model various complexity also analyze impact aspect data outlier selected model prediction fit model implement optimization algorithm scale large datasets learning outcome end course able describe input output regression model compare contrast bias variance modeling data estimate model parameter using optimization algorithm tune parameter cross validation analyze performance model describe notion sparsity lasso lead sparse solution deploy method select model exploit model form prediction build regression model predict price using housing dataset implement technique python regression general statistic lasso statistic algorithm analysis regression analysis ridge regression linear regression linearity lasso programming language datascience machinelearning
Capstone: Analyzing (Social) Network Data,capstone analyzing social network data intermediate capstone project well combine skill four specialization course something really fun analyze social network opportunity learning practically endless social network influential member network subcommunities network connected many link question explore project provide realworld data set infrastructure getting started well warm task basic project itll want take project youre running short idea well several suggested direction help get creativity imagination going finally integrate skill acquired course show project asked create video showcase final product graph theory object graph theory java programming externality performance software analysis performance analysis data structure graph datascience dataanalysis
Schizophrenia,schizophrenia beginner goal class gain introductory exposure nature psychiatric disorder known schizophrenia revealed scientific method discus broad range finding scientific investigation biological psychological factor related schizophrenia treatment specifically learn key symptomatic feature discussion enactment interview actor portraying many cardinal feature illness brain imaging study mri fmri neurochemistry taught u neuroscience disorder scientific psychological data theory concerning cognition emotion behavior schizophrenia current evidencebased somatic psychosocial approach treatment brief historical overview recent emergence psychiatric category schizophrenia presented well symptom history psychology therapy psychology social cognition psychotherapy schizophrenia neuroscience psychiatry lifesciences psychology
Relationship Management,relationship management beginner successful engineer must work play well others course focus developing skill need build sustain professional relationship network learn coach mentor others manage conflict build power influence workplace active listening emotional intelligence interpersonal conflict counseling leadership management strategy communication leadership customer relationship management coaching business leadershipandmanagement
Tools for Data Science,tool data science beginner popular data science tool use feature course youll learn jupyter notebook rstudio ide apache zeppelin data science experience learn tool used programming language execute feature limitation tool hosted cloud cognitive class lab able test tool follow instruction run simple code python r scala end course create final project jupyter notebook ibm data science experience demonstrate proficiency preparing notebook writing markdown sharing work peer limited time offer subscription usd per month access graded material certificate source computer programming cloud computing ipython apache ibm cloud rstudio programming tool python programming open source datascience dataanalysis
Business Russian Communication. Part 2,business russian communication part advanced russian considered one difficult language world many learner struggle master grammar pronunciation course aimed want work russia business russian partner study businessrelated major russian three unit intensive course learner going find maintain phone conversation russian partner speech clichs used hope pan arrange appointment discus businessrelated topic email course second part business russian communication series offered st petersburg state university part introduces grammar topic revision reflexive verb conjugation verb many others use paired prefix verb motion use numeral time date expression learner practice skill test grammar quiz section course provides extensive vocabulary new word conversational phrase learner use everyday communication professional informal topic unit course contains dialogue extremely useful want listen original russian speech get used pace intonation russian language script audio exercise provided dialogue course end course learner chance use material leant ass progress preparing final assignment course aimed already achieved aa level russian communication ordered pair listening planning c dynamic memory allocation entry point email stress russian writing languagelearning otherlanguages
Digital Footprint,digital footprint conversant googled would find move around online world leave track trace activity time social medium account tagged image professional presence scrap text also many artefact dont always realise leaving behind others leave u course hear range expert opportunity explore reflect online track trace understand digital footprint important introduce tool approach effectively manage online presence digital footprint course focus different dimension digital footprint including developing effective online presence managing privacy creating opportunity networking balancing managing professional personal presence eprofessionalism end course mooc equipped ensure digital footprint work whether want private online looking create effective impactful presence also join conversation twitter using hashtag dfmooc follow u dfmooc hope enjoy course footprint privacy average choice death digital footprint social medium digital forensics forensic psychology forensic science personaldevelopment personaldevelopment
"Support Vector Machines in Python, From Start to Finish",support vector machine python start finish beginner lesson built support vector machine classification using scikitlearn radial basis function rbf kernel training data set contains continuous categorical data uci machine learning repository predict whether patient heart disease course run courseras handson project platform called rhyme rhyme project handson manner browser get instant access preconfigured cloud desktop containing software data need project everything already set directly internet browser focus learning project youll get instant access cloud desktop eg python jupyter tensorflow preinstalled prerequisite order successful project familiar programming python concept behind support vector machine radial basis function regularization cross validation confusion matrix note able access cloud desktop time however able access instruction video many time want course work best learner based north america region currently working providing experience region human error assessment reduction technique tensorflow machine learning test set support vector machine mathematical optimization categorical data statistical classification scikitlearn python programming datascience dataanalysis
Predicting House Prices with Regression using TensorFlow,predicting house price regression using tensorflow beginner hour long projectbased course learn basic using kera tensorflow backend learn use solve basic regression problem end project created trained evaluated neural network model training able predict house price high degree accuracy note course work best learner based north america region currently working providing experience region r programming regression analysis regression deep learning python programming machine learning artificial neural network kera tensorflow analysis datascience machinelearning
Guitar Scales and Chord Progressions,guitar scale chord progression advanced youve got guitar basic strum guitar play favorite song youre ready take tune next level guitar scale chord progression youll expand knowledge scale chord fingering common chord progression youll also learn important skill soloing creating melody adding depth dimension guitar playing course aspiring guitarist taken berklees guitar beginner also guitarist let sixstring gather dust long want brush technique lesson cover four basic aspect youll need sharpen guitar chop scale arpeggio chord progression rhythm amandas practical approach learning important element fun help use youre learning practicing real musical setting youll improve playing creativity whether singersongwriter guitarist accompanying singer player band end course youll comfortable playing throughout neck youll gain better understanding chord structure chord relates tonal center key youll also able solo improvise playing simple lead guitar line based minor pentatonic scale whether preference acoustic electric curriculum designed turn real guitarist writing chord guitar catia creativity piano jazz scaling gauss markov theorem music artsandhumanities musicandart
"Fundamentals of Sales and Marketing, with Goldman Sachs 10,000 Women",fundamental sale marketing goldman sachs woman beginner course one course available goldman sachs woman collection designed entrepreneur ready take business next level course support develop marketing plan strengthen brand business grows explore range useful tool metric measure success context business growth gain clear comprehensive understanding marketing sale cycle use cycle foundation develop marketing sale plan end course understand identify right marketing tool reach target customer effective marketing plan convert sale revenue business woman course collection offer truly flexible online learning experience freedom approach program way work take course combination course tailor learning journey individual business growth need choose take course explore key element business develop thorough plan business growth find goldman sachs woman collection faq marketing digital marketing sale effectiveness brand marketing sale market segmentation sale cycle marketing strategy sale strategy strategy business entrepreneurship
How to Design a Space-Saving Table Using SketchUp,design spacesaving table using sketchup beginner h minute long projectbased course learn get inspired generate new idea turn idea full concept well visualizing product using sketch note course work best learner based north america region currently working providing experience region product design rendering computer graphic idea system design design thinking graphic design architectural design project computer graphic sketchup computerscience designandproduct
Soul Beliefs: Causes and Consequences - Unit 1: Historical Foundations,soul belief cause consequence unit historical foundation beginner throughout history vast majority people around globe believed however defined soul question whether soul exists answered science study cause consequence various belief soul prospect surviving death body soul afterlife belief common human history adaptive advantage assuming soul exist brain structure shaped environmental pressure provide foundation bodymind dualism prominent feature many religion belief shape worldviews different culture collective life role competing afterlife belief religion science politics war course explores several facet relatively unexplored profoundly important aspect human thought behavior course consists mainly minute lecture typically broken segment recorded course offered rutgers university school art science video include slide embedded video clip lecture accompanied slide used lecture also including recommended reading assignment may provide additional opportunity reflect study due lengthiness class natural progression online course separated unit unit euler totient function leap faith astrology idea religion psyche spirituality darwin dangerous idea knowledge human nature faith socialsciences governanceandsociety
Just Reading and Writing English 1,reading writing english intermediate want communicate english speaker fluently welcome course course consists unit different topic feeling staying healthy learning university cultural difference city course good knowledge english reading writing skill daily life invite learn teacher friend different country video united state united kingdom ireland canada australia columbia ready let go emotion human learning comfort english grammar mental health exercise dream tutor english language stress languagelearning learningenglish
Python and Statistics for Financial Analysis,python statistic financial analysis advanced course overview python becoming number programming language data science due python simplicity high readability gaining importance financial industry course combine python coding statistical concept applies analyzing financial data stock data end course achieve following using python import preprocess save visualize financial data panda dataframe manipulate existing financial data generating new variable using multiple column recall apply important statistical concept random variable frequency distribution population sample confidence interval linear regression etc financial context build trading model using multiple linear regression model evaluate performance trading model using different investment indicator jupyter notebook environment configured course platform practicing python coding without installing client application data analysis python programming financial modeling analysis finance trading general statistic computer programming statistical analysis financial analysis business finance
Build Your Portfolio Website with HTML and CSS,build portfolio website html cs beginner hour long project take step step create portfolio website learn basic component website create simple content using html hypertext markup language cs cascading style sheet host popular developer website called github subdomain name end project hosting website use showcase work rsum world web development cs github project html cs web design html html web page web computerscience mobileandwebdevelopment
GIS Data Acquisition and Map Design,gi data acquisition map design advanced course learn find gi data project create welldesigned map effectively communicates message first section focus basic building block gi data know type gi file exist implication choosing one type another next well discus metadata information data set know evaluate data set decide use well preparing data merging clipping file needed well talk take nongis data list address convert mappable data using geocoding finally youll learn take data found design map using cartographic principle course project find data create quantitative map note software provided course map data acquisition geographic information system choropleth map arcgis data dictionary mapping merger acquisition spatial database metadata physicalscienceandengineering environmentalscienceandsustainability
Collaborative Robot Safety: Design & Deployment,collaborative robot safety design deployment beginner robot evolve increasingly interact human enhancing safety personnel working collaborative robot cobots vital course equips ass safety collaborative robot workcell prevent chance injury harm imparts industryendorsed safety standard technical report recommendation best practice international organization standardization iso robotic industry association ria occupational safety health administration osha learner introduced similarity difference traditional robot cobots conventional machinery delving risk assessment cause robot accident collaborative application material also includes key design technique reducing collision force methodology safety testing concept delivered video demo handson exercise learn please watch overview video copying pasting following link web browser accident service robot spot welding welding collaboration robotics safety chemical engineering measurement occupational safety health administration physicalscienceandengineering mechanicalengineering
Foundations of Teaching for Learning: Planning for Teaching and Learning,foundation teaching learning planning teaching learning intermediate foundation teaching learning programme anyone teaching would like teach subject context school home workplace dynamic lesson taught established respected professional across commonwealth eight course programme see develop strengthen skill teaching professionalism assessment carry programme find strengthening skill connection colleague across globe professional development opportunity missed course help consider develop appropriate learning goal individual group student learn plan learning activity engage student way achieve goal enhance course joining commonwealth teaching community website facebook twitter child development assessment learning teaching adult education training development education learning learn early human development adolescence human development socialsciences education
Set up Google Analytics for a single page website,set google analytics single page website beginner hour long projectbased course learn set google analytics web site particularly singlepage web applicationswebsites note course work best learner based north america region currently working providing experience region web entrepreneurship tracking analytics google analytics data analysis accounting personalization workaround web analytics business marketing
Capstone:  Create Value from Open Data,capstone create value open data advanced capstone project individual assignment participant decide theme want explore define issue want solve playing field provide data various sector farming nutrition culture economy employment education research international europe housing sustainable development energy health social society territory transport participant encouraged mix different field leverage existing information properly sourced open data set deliverable preliminary preparation problem step objective define issue want solve promise value public authority company citizen want explore provided data deliverable participant need present intermediary output adjustment analysis framework objective confirm relevancy first result finally deliverable participant need present final output value case objective confirm create value public authority company citizen assessment grading participant present result peer regular basis evaluation framework provided participant ass quality others deliverable peer review receiving feed uri scheme strategic partnership intermediary business analysis deliverable accenture business analytics culture business businessstrategy
Investment Risk Management,investment risk management beginner end project learn quantify risktoreward using treynor ratio calculate value risk investment portfolio attention take course familiar basic financial risk management concept gain taking guided project compare stock return google sheet note course work best learner based north america region currently working providing experience region course content intended investment advice constitute offer perform operation regulated unregulated financial market finance portfolio finance value risk project risk financial risk management leadership management investment risk management financial risk business finance
AI Workflow: AI in Production,ai workflow ai production advanced sixth course ibm ai enterprise workflow certification specialization strongly encouraged complete course order individual independent course part workflow course build previous one course focus model production hypothetical streaming medium company introduction ibm watson machine learning build api docker container learn manage container kubernetes course also introduces several tool ibm ecosystem designed help deploy maintain model production ai workflow linear process time dedicated important feedback loop order promote efficient iteration overall workflow end course able use docker deploy flask application deploy simple ui integrate ml model watson nlu watson visual recognition discus basic kubernetes terminology deploy scalable web application kubernetes discus different feedback loop ai workflow discus use unit testing context model production use ibm watson openscale ass bias performance production machine learning model take course course target existing data science practitioner expertise building machine learning model want deepen skill building deploying ai large enterprise aspiring data scientist course need real world expertise benefit content course skill assumed completed course ibm ai enterprise workflow specialization solid understanding following topic prior starting course fundamental understanding linear algebra understand sampling probability theory probability distribution knowledge descriptive inferential statistical concept general understanding machine learning technique best practice practiced understanding python package commonly used data science numpy panda matplotlib scikitlearn familiarity ibm watson studio familiarity design thinking process standard score microservices process time series monitor mode evaluation unit testing machine code application programming interface performance datascience machinelearning
Cryptography,cryptography advanced course introduce foundation modern cryptography eye toward practical application message authentication number spreadsheet hashing digital signature encryption publickey cryptography authentication signature cryptography number theory computerscience computersecurityandnetworks
Quick resumeCreator with JavaScript,quick resumecreator javascript advanced project people interested learning javascript work take data plain html form us output another html document project simple easy learn explained thoroughly basic learner come useful fun product learner later use technique learnt process output html form also learn use simple javascript prior experience javascript though familiarity html cs helpful end product cool quick resume creator anyone use whip resume download use job hunt javascript web development leadership management web page web document internet project network html project computerscience mobileandwebdevelopment
Particle Dynamics,particle dynamic beginner course teach dynamic one basic mechanic subject mechanical engineering student would able organize knowledge force motion workenergy impulsemomentum view newton nd law integration time displacement engineering dynamic consists two part particle dynamic rigid body dynamic first part dynamic particle dynamic class consist lecture video min length bit longer contain couple practice problem solving also standalone homework part video lecture final exam law mechanical engineering integral angular physic linearity flow network energy chemistry lecture physicalscienceandengineering mechanicalengineering
Quantitative Formal Modeling and Worst-Case Performance Analysis,quantitative formal modeling worstcase performance analysis advanced welcome quantitative formal modeling worstcase performance analysis course learn modeling solving performance problem fashion popular theoretical computer science generally train abstract thinking skill finishing course learned think behavior system term token production consumption able formalize thinking mathematically term prefix order counting function learned petrinets timing scheduling token consumptionproduction system special class petrinets known singlerate dataflow graph know perform worstcase analysis basic performance metric like throughput latency buffering disclaimer notice abundance small example course first sight many industrial size system discussed reason twofold firstly intention teach performance analysis skill level need industry rather would like teach think modeling performance analysis general abstract term need whenever encounter performance analysis problem future abstract thinking revered skill academiclevel job engineering discipline able phrase problem mathematically become easier spot mistake communicate idea others already made big step towards actually solving problem secondly although dataflow technique applicable used industry subclass singlerate dataflow restrictive practical use large modeling example analysis principle dataflow technique however based singlerate dataflow course good primer advanced course topic course part university course quantitative evaluation embedded system qees given embedded system master curriculum eitdigital university dutch tu consortium consisting tue eindhoven tud delft ut twente course material exactly first three week qees examination qees slightly higher level difficulty yet obtained online course dataflow analysis prefix order graph set theory formal language dataflow interpretation euler totient function mathematical optimization petri net computerscience softwaredevelopment
Engineering Systems in Motion: Dynamics of Particles and Bodies in 2D Motion,engineering system motion dynamic particle body motion intermediate course introduction study body motion applied engineering system structure study dynamic particle motion body rigid planar motion consist kinematics kinetics motion kinematics deal geometrical aspect motion describing position velocity acceleration function time kinetics study force acting body affect motion recommended background successful course need mastered basic engineering mechanic concept successfully completed course en titled introduction engineering mechanic application engineering mechanic apply many engineering fundamental learned class need skill attempting course suggested reading specific textbook course designed compatible standard engineering dynamic textbook find book like useful reference completing additional practice problem enhance learning material copyright content material course owned either georgia tech research corporation dr wayne whiteman participating course using content material whether whole part agree may download use content andor material course personal noncommercial use manner consistent student academic course use content material including use academic university entity prohibited without express written permission georgia tech research corporation interested party may contact dr wayne whiteman directly information regarding procedure obtain nonexclusive license angular electrical engineering electrical work aerospace engineering calibration pik loan transportation engineering translation energy conservation mechanical engineering physicalscienceandengineering mechanicalengineering
Creating and Developing a Tech Startup,creating developing tech startup advanced course allow identify evaluate opportunity creating tech business better understand principal issue ahuman technical commercial environmental financial level obtain solid foundation either building tech business joining one deciding create join tech business early year outoftheordinary adventure certainly wont straightforward need ready accept good idea lead success small number project lead great success must learn overhaul relationship failure valuable source experience managed according logic acceptable loss entrepreneur love uncertainty excessive risk creation tech business give genuine opportunity change world requires adopt particular state mind able acquire knowledge knowhow interpersonal skill chance work alongside passionate exciting people whole multitude background technological point view woman men constructed numerous company global scale development trajectory tech business full mishap require agile greatly prepared build strong idea choose market develop proposal assemble team worthy task hand finding financing course made methodological session well firsthand account entrepreneur people succeeded creating tech business thus able get know essential dilemma hightech business creator confronted beginning initial decision set structure represents significant life decision also see creation tech business much collective adventure individual one english version reading content quiz assesments english whilst video french audio english subtitle strategy enabling market economics experience business plan leadership innovation organizing management intellectual property project business entrepreneurship
Writing and Editing: Drafting,writing editing drafting beginner third course good word writing editing series give number strategy help often intimidating even paralyzing part writing process getting started youll learn planning fallacy temptation bundling youll get chance experiment freewriting writing ready youll continue benefit ongoing good sentence takeaway segment model advice diverse set writer three course series also get access wide range book resource use even finish course include reading exercise provided student taken inperson version course university michigan university chicago two digital library excellent writing diverse collection journalist scientist novelist poet historian entrepreneur monthly good sentence email principle choice proofreading planning comfort editing temptation writing first draft report edvac journalism personaldevelopment personaldevelopment
Classics of Chinese Humanities: Guided Readings,classic chinese humanity guided reading calibrated introductory yet trenchant exploration select chinese classic text cover domain classical literature history philosophy fine art music philosophy language phonetics homework chinese language cross poetry writing immortality phonology lecture artsandhumanities musicandart
Music Business Foundations,music business foundation beginner course developed provide student latest instruction best way creator consumer facilitator navigate resurgence one world exciting industry music business three thing clear today music industry consumption music expanding greatest rate history portal ever imagined cost producing music decreasing number artist creating seeking expose work develop career internet increased dramatically whether youre music creator consumer facilitator process youll want understand history underpinnings basic music business course author john kelloggadministrator educator entertainment lawyer performer radio television personalityoffers student opportunity learn fundamental principle developing new music business future youll learn basic history music industry today business trend recording agreement formulated basic copyright law pertains music business role agent manager attorney specific business entity law history entertainment law leadership management evaluation music art history provisioning year problem personal advertisement artsandhumanities musicandart
Introduction to Neuroeconomics: How the Brain Makes Decisions,introduction neuroeconomics brain make decision intermediate economics psychology neuroscience converging today unified discipline neuroeconomics ultimate aim creating single general theory human decisionmaking neuroeconomics provides biologist economist psychologist social scientist deeper understanding make decision others decide neuroscience allied psychology economics creates powerful new model explain make decision neurobiological mechanism decisionmaking decision risk trust cooperation central issue course provided recent evidence brainimaging technique fmri tm etc introduced explanatory model behind course require prior study economics neuroscience however might require study novel interdisciplinary material course provides introduction methodology assumption finding neuroeconomics student different background therefore adapted simplified course allow student understand interdisciplinary content course help start progress field neuroeconomics develop skill advanced course training future topic course also provide supplementary video reveal opinion leading expert field module provides optional reading material course structure follows video answer relevant question answer affect final grade end module must complete quiz consisting question pas course must reach satisfactory standard course module completing graded quiz final exam addition watching video lecture taking quiz receive invitation join forum plan join discussion forum weekly basis welcome neuroeconomics world technical problem write u courserahseru decision making cognitive neuroscience psychology cognitive psychology neurobiology neuroeconomics behavioral economics economics neuroscience game theory socialsciences economics
Instructional Methods in Health Professions Education,instructional method health profession education advanced course provides involved educating member health profession asynchronous interdisciplinary interactive way obtain expand improve teaching skill skill applied within professional context variety learner extending across many stage completing course learner understand educational theory relates health profession education match instructional method desired educational outcome learn variety applied teaching technique share successful teaching strategy suggested resource include educational video individual reading recommended reference book crowdsourced recommendation student dependable access internet video streaming capability student may want ability utilize online video conferencing well learning style teaching teaching method education high fidelity professional development medical education instructional design simulation educational practice lifesciences publichealth
Preparing for Graduate Study in the U.S.: A course for international students,preparing graduate study u course international student advanced course prepares embark upon future graduate study u confidence mooc youll opportunity meet prospective graduate student hear experienced international graduate student united state practice sharing thought story expertise english youll select target graduate program u college university use case study throughout course may already admitted program may institution hope attend future identify resource support international graduate student target campus multiple opportunity practice english language skill practice assignment interaction one another objective completing course enhance ability reach following objective purpose communicating successfully new international graduate student studying united state introduce professionally explain expertise b begin networking member target institution explore campus climate target institution identify local vocabulary used target institution describe campus climate topic diversity inclusion equity b identify skill perspective contribute diversity target institution collaboration use english negotiate group role b use english express opinion academic writing identify disciplinary norm academic writing b cite source material appropriately academic writing improving english use least three digital resource investigate language use b use least three digital resource practice english fluency c use least two new daily life opportunity improve english academic social teaching purpose material academic writing source english language elevator pitch writing teaching college human learning negotiation languagelearning learningenglish
Presentation skills: Designing Presentation Slides,presentation skill designing presentation slide advanced powerpoint slide like child matter ugly youll think theyre beautiful theyre scott adam author comic strip dilbert due cause another huge stress look powerpoint slide depending design skill speaker audience taste slide create different emotion slight annoyance physical sickness worst thing worst thing instead improving presentation slide confuse audience distract finally oblige speaker explain rather quite selfexplanatory goal course change equipping learner set tool create simple clear aesthetic slide improve presentation speaker course cover universal design principle template color typeface slide typography use photo pictograms composition rule way create clear meaningful chart diagram course powerpoint fundamental course basic knowledge either microsoft powerpoint apple keynote software dont meddle make slide matter relative change difference presentation infographics vector graphic typography ordered pair presentation design visual hierarchy logo illustration personaldevelopment personaldevelopment
Foundations of Teaching for Learning: Being a Professional,foundation teaching learning professional intermediate foundation teaching learning programme anyone teaching would like teach subject context school home workplace dynamic lesson taught established respected professional across commonwealth eight course programme see develop strengthen skill teaching professionalism assessment carry programme find strengthening skill connection colleague across globe professional development opportunity missed course emphasise act professionally includes developing philosophy teaching making sure continue improve knowledge skill also considers mean part community professional working others improve happens school community profession enhance course joining commonwealth teaching community website facebook twitter professional development ethic strategy training development education leadership teacher quality assessment teaching effective school action research socialsciences education
Applied Social Network Analysis in Python,applied social network analysis python advanced course introduce learner network analysis tutorial using networkx library course begin understanding network analysis motivation might model phenomenon network second week introduces concept connectivity network robustness third week explore way measuring importance centrality node network final week explore evolution network time cover model network generation link prediction problem course taken introduction data science python applied plotting charting data representation python applied machine learning python network analysis graph computer programming network theory python programming analysis social network graph theory machine learning social network analysis datascience dataanalysis
Investment Strategies and Portfolio Analysis,investment strategy portfolio analysis advanced course learn latest investment strategy performance evaluation start learning portfolio performance measure discus best practice portfolio performance evaluation explore different evaluation technique style analysis attribution analysis apply evaluate different investment strategy special emphasis given recent financial market innovation current investment trend course learner able tdescribe performance measurement measure tevaluate portfolio performance tdescribe contrast different investment strategy tpropose investment strategy solution investment strategy relative change difference tracking error investment management asset management performance modern portfolio theory benchmarking investment sharpe ratio business finance
"Reverse and complement nucleic acid sequences (DNA, RNA) using Python",reverse complement nucleic acid sequence dna rna using python advanced hour long projectbased course learn basic building block python language develop python program construct reverse complement reversecomplement nucleic acid sequence dna rna also make code read file long dna sequence deal one complete genome novel coronavirus acid biopython program evaluation machine learning dna project evaluation computer programming project network python programming datascience dataanalysis
Discover Best Practice Farming for a Sustainable 2050,discover best practice farming sustainable beginner discover best practice farming sustainable course based clear vision imagine best practice farming start implement strategy making sure still profitable uwa future farm project set mixedenterprise farm western australia want learn done part world although course based agriculture farming multidisciplinary course address wide range issue confronting industry including rural community rural infrastructure conservation biodiversity agriculture completing course understand feeding clothing planet requires multidisciplinary approach upon completion able explain best practice sustainable farming apply new context biodiversity livestock ecosystem leadership management sustainability ecosystem service agriculture herbicide plant herbicide lifesciences basicscience
Qualitative Data Analysis with MAXQDA Software,qualitative data analysis maxqda software intermediate course introduce maxqda software easier data analysis qualitative research process youll explore memo variable segmentation coding data reduction technique course process qualitative research codebase analysis qualitative data analysis market segmentation quotation data analysis thematic analysis qualitative analysis lifesciences healthinformatics
The Modern and the Postmodern (Part 2),modern postmodern part calibrated course examines idea modern develops end th century european philosophy literature modern progressive hip became one crucial criterion understanding evaluating cultural change still modernity moved beyond modern postmodern redefine philosophy art history forgiveness pragmatic civilization discontent art language language game playfulness artsandhumanities history
Global sustainability and corporate social responsibility: Be sustainable,global sustainability corporate social sustainable advanced longer acceptable organisation focus entirely financial success competitive global stage corporate scandal continue make headline expand strategic thinking beyond organisation competitive financial environment consider broader impact society grapple conflicting outcome maximising financial return societal impact develop skill create balance sustainable structured learning activity video lecture quiz discussion prompt written assessment gain appreciation important sustainability every organisation future achieve global proactivity corporate social corporate bond social entrepreneurship organizing management sustainable business hierarchical organization business strategy sustainability business businessstrategy
A Voice of Their Own. Women's Spirituality in the Middle Ages.,voice woman spirituality middle age advanced ever heard medieval mysticism medieval heresy ever wondered particular role woman played medieval spirituality hildegard bingen clare assisi marguerite porete cathar lady isabel de villena ring bell ever felt like wanted know answer question yes mooc voice woman spirituality middle age looking voice much course invitation follow path traced spiritual experience medieval woman challenge let take place see hear thing astonish find medieval woman playing major role spiritual transformation middle age founding monastic movement order writing experience traveling road europe spread idea creating spiritual landscape well material intangible architecture mooc woman speak past youll see voice still hold great validity present middle age latex female heresy history art therapy idea art history man spirituality artsandhumanities history
AIDS: Fear and Hope,aid fear hope beginner basic biology virus hiv disease cause aid economic social political factor determine get sick remains healthy life dy progress scientific research medical treatment reason hope reason fear get glimpse material student posting course forum go aidsfah aidsfah hiv cost hivaids death web medical anthropology syndrome semigroup action act patient lifesciences patientcare
Personal & Family Financial Planning,personal family financial planning beginner personal family financial planning address many critical personal financial management topic order help learn prudent habit school throughout lifetime leadership management risk insurance finance budget personal finance financial plan planning investment personal advertisement business finance
Support Vector Machine Classification in Python,support vector machine classification python beginner hour long guided projectbased course learn use python implement support vector machine algorithm classification type algorithm classifies output data make prediction output model set visualized scattered plot separated straight line learn fundamental theory practical illustration behind support vector machine learn fit examine utilize supervised classification model using svm classify data using python walk stepbystep machine learning supervised problem every task project expand knowledge develop new skill broaden experience machine learning particularly build support vector machine algorithm end project able build svm classification model amazing visualization order successful project know basic python classification algorithm algorithm panda classification algorithm python programming statistical classification machine learning test set hindley milner type system numpy support vector machine datascience machinelearning
